classification_name,classification_code,country,year,affordability_healthy_diet_ratio_cost_to_food_poverty_line,cost_healthy_diet,percent_population_cannot_afford_healthy_diet,millions_people_cannot_afford_healthy_diet,population
Food Prices for Nutrition 1.1,FPN 1.1,North Macedonia,2018,2.955,3.31,17.6,0.4,2076217
Food Prices for Nutrition 1.1,FPN 1.1,North Macedonia,2019,2.979,3.336,16.1,0.3,2076694
Food Prices for Nutrition 1.1,FPN 1.1,North Macedonia,2020,3.06,3.427,16.4,0.3,2072531
Food Prices for Nutrition 1.1,FPN 1.1,Norway,2018,3.064,3.432,0.4,0.0,5311916
Food Prices for Nutrition 1.1,FPN 1.1,Norway,2019,2.996,3.356,0.4,0.0,5347896
Food Prices for Nutrition 1.1,FPN 1.1,Norway,2020,3.099,3.471,0.4,0.0,5379475
Food Prices for Nutrition 1.1,FPN 1.1,Pakistan,2018,3.031,3.395,79.7,175.1,219731479
Food Prices for Nutrition 1.1,FPN 1.1,Pakistan,2019,3.089,3.46,81.9,180.0,223293280
Food Prices for Nutrition 1.1,FPN 1.1,Pakistan,2020,3.29,3.685,84.1,184.8,227196741
Food Prices for Nutrition 1.1,FPN 1.1,Panama,2018,3.811,4.268,15.5,0.6,4165255
Food Prices for Nutrition 1.1,FPN 1.1,Panama,2019,3.913,4.382,15.2,0.6,4232532
Food Prices for Nutrition 1.1,FPN 1.1,Panama,2020,3.996,4.476,15.5,0.6,4294396
Food Prices for Nutrition 1.1,FPN 1.1,Paraguay,2018,3.135,3.511,18.3,1.2,6443328
Food Prices for Nutrition 1.1,FPN 1.1,Paraguay,2019,3.142,3.519,17.7,1.1,6530026
Food Prices for Nutrition 1.1,FPN 1.1,Paraguay,2020,3.163,3.543,17.3,1.1,6618695
Food Prices for Nutrition 1.1,FPN 1.1,Peru,2018,2.733,3.061,23.4,7.5,32203944
Food Prices for Nutrition 1.1,FPN 1.1,Peru,2019,2.9,3.248,23.3,7.5,32824861
Food Prices for Nutrition 1.1,FPN 1.1,Peru,2020,2.933,3.285,23.3,7.5,33304756
Food Prices for Nutrition 1.1,FPN 1.1,Philippines,2018,3.57,3.998,70.0,76.0,108568836
Food Prices for Nutrition 1.1,FPN 1.1,Philippines,2019,3.62,4.054,67.6,73.4,110380804
Food Prices for Nutrition 1.1,FPN 1.1,Philippines,2020,3.668,4.108,67.6,73.4,112190977
Food Prices for Nutrition 1.1,FPN 1.1,Poland,2018,2.666,2.986,1.5,0.6,37974750
Food Prices for Nutrition 1.1,FPN 1.1,Poland,2019,2.713,3.038,0.9,0.3,37965475
Food Prices for Nutrition 1.1,FPN 1.1,Poland,2020,2.83,3.17,1.0,0.4,37899070
Food Prices for Nutrition 1.1,FPN 1.1,Portugal,2018,2.318,2.596,1.1,0.1,10283822
Food Prices for Nutrition 1.1,FPN 1.1,Portugal,2019,2.303,2.579,0.5,0.1,10286263
Food Prices for Nutrition 1.1,FPN 1.1,Portugal,2020,2.371,2.656,0.5,0.1,10297081
Food Prices for Nutrition 1.1,FPN 1.1,Romania,2018,2.64,2.957,7.1,1.4,19473970
Food Prices for Nutrition 1.1,FPN 1.1,Romania,2019,2.688,3.01,8.4,1.6,19371648
Food Prices for Nutrition 1.1,FPN 1.1,Romania,2020,2.849,3.191,8.9,1.7,19265250
Food Prices for Nutrition 1.1,FPN 1.1,Russian Federation,2018,2.854,3.197,2.9,4.2,144477859
Food Prices for Nutrition 1.1,FPN 1.1,Russian Federation,2019,2.914,3.264,2.5,3.6,144406261
Food Prices for Nutrition 1.1,FPN 1.1,Russian Federation,2020,3.054,3.42,2.9,4.2,144073139
Food Prices for Nutrition 1.1,FPN 1.1,Rwanda,2018,2.217,2.483,83.9,10.5,12531808
Food Prices for Nutrition 1.1,FPN 1.1,Rwanda,2019,2.265,2.537,82.1,10.3,12835028
Food Prices for Nutrition 1.1,FPN 1.1,Rwanda,2020,2.409,2.698,83.6,10.5,13146362
Food Prices for Nutrition 1.1,FPN 1.1,Sao Tome and Principe,2018,3.03,3.394,76.5,0.2,211344
Food Prices for Nutrition 1.1,FPN 1.1,Sao Tome and Principe,2019,3.092,3.463,76.4,0.2,214599
Food Prices for Nutrition 1.1,FPN 1.1,Sao Tome and Principe,2020,3.171,3.551,77.1,0.2,218641
Food Prices for Nutrition 1.1,FPN 1.1,Senegal,2018,2.009,2.25,47.9,7.5,15574909
Food Prices for Nutrition 1.1,FPN 1.1,Senegal,2019,2.034,2.278,45.9,7.2,16000781
Food Prices for Nutrition 1.1,FPN 1.1,Senegal,2020,2.08,2.33,46.6,7.3,16436120
Food Prices for Nutrition 1.1,FPN 1.1,Serbia,2018,3.704,4.149,12.8,0.9,6982604
Food Prices for Nutrition 1.1,FPN 1.1,Serbia,2019,3.727,4.174,14.6,1.0,6945235
Food Prices for Nutrition 1.1,FPN 1.1,Serbia,2020,3.791,4.246,14.8,1.0,6899126
Food Prices for Nutrition 1.1,FPN 1.1,Seychelles,2018,3.54,3.965,7.8,0.0,96762
Food Prices for Nutrition 1.1,FPN 1.1,Seychelles,2019,3.503,3.923,7.3,0.0,97625
Food Prices for Nutrition 1.1,FPN 1.1,Seychelles,2020,3.394,3.801,6.8,0.0,98462
Food Prices for Nutrition 1.1,FPN 1.1,Sierra Leone,2018,2.636,2.952,84.2,6.6,7861281
Food Prices for Nutrition 1.1,FPN 1.1,Sierra Leone,2019,2.542,2.847,81.2,6.4,8046828
Food Prices for Nutrition 1.1,FPN 1.1,Sierra Leone,2020,2.583,2.893,81.3,6.4,8233970
Food Prices for Nutrition 1.1,FPN 1.1,Slovak Republic,2018,2.77,3.102,2.8,0.2,5446771
Food Prices for Nutrition 1.1,FPN 1.1,Slovak Republic,2019,2.772,3.105,1.3,0.1,5454147
Food Prices for Nutrition 1.1,FPN 1.1,Slovak Republic,2020,2.813,3.15,1.3,0.1,5458827
Food Prices for Nutrition 1.1,FPN 1.1,Slovenia,2018,2.591,2.902,0.1,0.0,2073894
Food Prices for Nutrition 1.1,FPN 1.1,Slovenia,2019,2.604,2.916,0.1,0.0,2088385
Food Prices for Nutrition 1.1,FPN 1.1,Slovenia,2020,2.741,3.07,0.1,0.0,2102419
Food Prices for Nutrition 1.1,FPN 1.1,South Africa,2018,3.702,4.146,65.2,37.4,57339635
Food Prices for Nutrition 1.1,FPN 1.1,South Africa,2019,3.748,4.198,65.4,37.5,58087055
Food Prices for Nutrition 1.1,FPN 1.1,South Africa,2020,3.838,4.298,65.8,37.7,58801927
Food Prices for Nutrition 1.1,FPN 1.1,South Asia,2018,3.1120689655172415,3.61,73.6,1326.8,1803847309
Food Prices for Nutrition 1.1,FPN 1.1,South Asia,2019,3.26875,3.661,72.0,1299.0,1823829015
Food Prices for Nutrition 1.1,FPN 1.1,South Asia,2020,3.3408695652173916,3.842,73.2,1320.3,1843559390
Food Prices for Nutrition 1.1,FPN 1.1,Spain,2018,2.447,2.741,1.9,0.9,46797754
Food Prices for Nutrition 1.1,FPN 1.1,Spain,2019,2.45,2.744,1.7,0.8,47134837
Food Prices for Nutrition 1.1,FPN 1.1,Spain,2020,2.534,2.838,1.8,0.8,47365655
Food Prices for Nutrition 1.1,FPN 1.1,Sri Lanka,2018,3.308,3.705,50.1,10.9,21670000
Food Prices for Nutrition 1.1,FPN 1.1,Sri Lanka,2019,3.274,3.667,46.8,10.1,21803000
Food Prices for Nutrition 1.1,FPN 1.1,Sri Lanka,2020,3.503,3.923,50.4,10.9,21919000
Food Prices for Nutrition 1.1,FPN 1.1,St. Lucia,2018,3.035,3.399,20.6,0.0,177888
Food Prices for Nutrition 1.1,FPN 1.1,St. Lucia,2019,3.14,3.517,21.2,0.0,178583
Food Prices for Nutrition 1.1,FPN 1.1,St. Lucia,2020,3.209,3.594,21.4,0.0,179237
Food Prices for Nutrition 1.1,FPN 1.1,Sub-Saharan Africa,2018,2.8043103448275866,3.253,83.1,874.4,1054328910
Food Prices for Nutrition 1.1,FPN 1.1,Sub-Saharan Africa,2019,3.0187499999999994,3.381,83.0,873.8,1082586911
Food Prices for Nutrition 1.1,FPN 1.1,Sub-Saharan Africa,2020,3.020869565217392,3.474,83.4,877.7,1111353950
Food Prices for Nutrition 1.1,FPN 1.1,Sudan,2018,3.501,3.921,90.2,37.9,41999059
Food Prices for Nutrition 1.1,FPN 1.1,Sudan,2019,3.845,4.306,92.9,39.0,43232093
Food Prices for Nutrition 1.1,FPN 1.1,Sudan,2020,3.846,4.308,92.7,38.9,44440486
Food Prices for Nutrition 1.1,FPN 1.1,Suriname,2018,4.663,5.223,42.7,0.3,593715
Food Prices for Nutrition 1.1,FPN 1.1,Suriname,2019,4.764,5.336,42.7,0.3,600301
Food Prices for Nutrition 1.1,FPN 1.1,Suriname,2020,5.124,5.739,45.2,0.3,607065
Food Prices for Nutrition 1.1,FPN 1.1,Sweden,2018,2.825,3.164,1.2,0.1,10175214
Food Prices for Nutrition 1.1,FPN 1.1,Sweden,2019,2.816,3.154,0.6,0.1,10278887
Food Prices for Nutrition 1.1,FPN 1.1,Sweden,2020,2.981,3.339,0.7,0.1,10353442
Food Prices for Nutrition 1.1,FPN 1.1,Switzerland,2018,2.313,2.591,0.0,0.0,8514329
Food Prices for Nutrition 1.1,FPN 1.1,Switzerland,2019,2.288,2.563,0.0,0.0,8575280
Food Prices for Nutrition 1.1,FPN 1.1,Switzerland,2020,2.374,2.659,0.0,0.0,8638167
Food Prices for Nutrition 1.1,FPN 1.1,Tajikistan,2018,2.785,3.119,46.8,4.3,9128132
Food Prices for Nutrition 1.1,FPN 1.1,Tajikistan,2019,3.065,3.433,49.3,4.5,9337003
Food Prices for Nutrition 1.1,FPN 1.1,Tajikistan,2020,3.107,3.48,49.4,4.5,9543207
Food Prices for Nutrition 1.1,FPN 1.1,Tanzania,2018,2.364,2.648,85.5,49.7,58090443
Food Prices for Nutrition 1.1,FPN 1.1,Tanzania,2019,2.394,2.681,84.8,49.3,59872579
Food Prices for Nutrition 1.1,FPN 1.1,Tanzania,2020,2.443,2.736,85.0,49.4,61704518
Food Prices for Nutrition 1.1,FPN 1.1,Thailand,2018,3.609,4.042,21.0,15.0,71127802
Food Prices for Nutrition 1.1,FPN 1.1,Thailand,2019,3.733,4.181,19.1,13.6,71307763
Food Prices for Nutrition 1.1,FPN 1.1,Thailand,2020,3.858,4.321,20.3,14.4,71475664
Food Prices for Nutrition 1.1,FPN 1.1,Trinidad and Tobago,2018,3.596,4.028,7.1,0.1,1504709
Food Prices for Nutrition 1.1,FPN 1.1,Trinidad and Tobago,2019,3.646,4.083,7.3,0.1,1519955
Food Prices for Nutrition 1.1,FPN 1.1,Trinidad and Tobago,2020,3.771,4.224,7.7,0.1,1518147
Food Prices for Nutrition 1.1,FPN 1.1,Tunisia,2018,3.178,3.559,15.2,1.8,11933041
Food Prices for Nutrition 1.1,FPN 1.1,Tunisia,2019,3.239,3.628,14.9,1.8,12049314
Food Prices for Nutrition 1.1,FPN 1.1,Tunisia,2020,3.249,3.639,14.5,1.7,12161723
Food Prices for Nutrition 1.1,FPN 1.1,Turkey,2018,2.676,2.997,6.2,5.1,82809304
Food Prices for Nutrition 1.1,FPN 1.1,Turkey,2019,2.736,3.064,8.0,6.6,83481684
Food Prices for Nutrition 1.1,FPN 1.1,Turkey,2020,2.704,3.029,7.6,6.3,84135428
Food Prices for Nutrition 1.1,FPN 1.1,Uganda,2018,2.421,2.712,83.1,34.5,41515395
Food Prices for Nutrition 1.1,FPN 1.1,Uganda,2019,2.391,2.678,82.3,34.2,42949080
Food Prices for Nutrition 1.1,FPN 1.1,Uganda,2020,2.373,2.658,81.7,33.9,44404611
Food Prices for Nutrition 1.1,FPN 1.1,United Arab Emirates,2018,2.531,2.835,0.1,0.0,9140169
Food Prices for Nutrition 1.1,FPN 1.1,United Arab Emirates,2019,2.591,2.902,0.0,0.0,9211657
Food Prices for Nutrition 1.1,FPN 1.1,United Arab Emirates,2020,2.778,3.111,0.0,0.0,9287289
Food Prices for Nutrition 1.1,FPN 1.1,United Kingdom,2018,1.672,1.873,0.5,0.3,66460344
Food Prices for Nutrition 1.1,FPN 1.1,United Kingdom,2019,1.679,1.881,0.5,0.3,66836327
Food Prices for Nutrition 1.1,FPN 1.1,United Kingdom,2020,1.707,1.912,0.5,0.3,67081000
Food Prices for Nutrition 1.1,FPN 1.1,United States,2018,2.893,3.24,1.7,5.7,326838199
Food Prices for Nutrition 1.1,FPN 1.1,United States,2019,2.918,3.268,1.5,4.9,328329953
Food Prices for Nutrition 1.1,FPN 1.1,United States,2020,3.021,3.383,1.5,4.9,331501080
Food Prices for Nutrition 1.1,FPN 1.1,Upper middle income,2018,3.0836206896551728,3.577,15.1,369.7,2447088287
Food Prices for Nutrition 1.1,FPN 1.1,Upper middle income,2019,3.2642857142857142,3.656,14.2,349.7,2460756006
Food Prices for Nutrition 1.1,FPN 1.1,Upper middle income,2020,3.2713043478260873,3.762,15.7,386.8,2471650011
Food Prices for Nutrition 1.1,FPN 1.1,Uruguay,2018,2.83,3.17,3.0,0.1,3427042
Food Prices for Nutrition 1.1,FPN 1.1,Uruguay,2019,2.905,3.254,3.3,0.1,3428409
Food Prices for Nutrition 1.1,FPN 1.1,Uruguay,2020,3.048,3.414,3.7,0.1,3429086
Food Prices for Nutrition 1.1,FPN 1.1,Vietnam,2018,3.271,3.663,22.4,21.3,94914330
Food Prices for Nutrition 1.1,FPN 1.1,Vietnam,2019,3.371,3.776,20.4,19.3,95776716
Food Prices for Nutrition 1.1,FPN 1.1,Vietnam,2020,3.636,4.072,23.1,22.0,96648685
Food Prices for Nutrition 1.1,FPN 1.1,West Bank and Gaza,2018,3.034,3.398,18.4,0.8,4569087
Food Prices for Nutrition 1.1,FPN 1.1,West Bank and Gaza,2019,3.119,3.493,18.0,0.8,4685306
Food Prices for Nutrition 1.1,FPN 1.1,West Bank and Gaza,2020,2.996,3.356,15.1,0.7,4803269
Food Prices for Nutrition 1.1,FPN 1.1,WORLD,2018,2.887931034482759,3.35,41.7,3012.2,7304446818
Food Prices for Nutrition 1.1,FPN 1.1,WORLD,2019,3.058035714285714,3.425,40.9,2955.7,7381666960
Food Prices for Nutrition 1.1,FPN 1.1,WORLD,2020,3.075652173913044,3.537,41.9,3022.5,7455671559
Food Prices for Nutrition 1.1,FPN 1.1,Zambia,2018,2.813,3.15,88.1,15.7,17835893
Food Prices for Nutrition 1.1,FPN 1.1,Zambia,2019,2.897,3.245,88.6,15.8,18380477
Food Prices for Nutrition 1.1,FPN 1.1,Zambia,2020,2.946,3.3,88.6,15.8,18927715
Food Prices for Nutrition 2.0,FPN 2.0,Albania,2018,3.633,4.069,23.0,0.7,2866376
Food Prices for Nutrition 2.0,FPN 2.0,Albania,2019,3.805,4.262,22.2,0.6,2854191
Food Prices for Nutrition 2.0,FPN 2.0,Albania,2020,3.821,4.28,19.9,0.6,2837849
Food Prices for Nutrition 2.0,FPN 2.0,Albania,2021,3.918,4.388,15.9,0.4,2811666
Food Prices for Nutrition 2.0,FPN 2.0,Algeria,2018,3.413,3.822,31.2,13.1,41927007
Food Prices for Nutrition 2.0,FPN 2.0,Algeria,2019,3.389,3.796,29.2,12.5,42705368
Food Prices for Nutrition 2.0,FPN 2.0,Algeria,2020,3.357,3.76,31.1,13.5,43451666
Food Prices for Nutrition 2.0,FPN 2.0,Algeria,2021,3.61,4.043,32.4,14.3,44177969
Food Prices for Nutrition 2.0,FPN 2.0,Angola,2018,3.833,4.293,82.7,25.8,31273533
Food Prices for Nutrition 2.0,FPN 2.0,Angola,2019,3.886,4.352,83.9,27.1,32353588
Food Prices for Nutrition 2.0,FPN 2.0,Angola,2020,4.094,4.585,86.7,29.0,33428486
Food Prices for Nutrition 2.0,FPN 2.0,Angola,2021,4.492,5.031,88.1,30.4,34503774
Food Prices for Nutrition 2.0,FPN 2.0,Armenia,2018,2.827,3.166,37.9,1.1,2836557
Food Prices for Nutrition 2.0,FPN 2.0,Armenia,2019,2.89,3.237,40.0,1.1,2820602
Food Prices for Nutrition 2.0,FPN 2.0,Armenia,2020,2.899,3.247,39.0,1.1,2805608
Food Prices for Nutrition 2.0,FPN 2.0,Armenia,2021,3.149,3.527,41.4,1.2,2790974
Food Prices for Nutrition 2.0,FPN 2.0,Australia,2018,2.038,2.283,0.7,0.2,24966643
Food Prices for Nutrition 2.0,FPN 2.0,Australia,2019,2.05,2.296,0.7,0.2,25340217
Food Prices for Nutrition 2.0,FPN 2.0,Australia,2020,2.133,2.389,0.7,0.2,25655289
Food Prices for Nutrition 2.0,FPN 2.0,Australia,2021,2.176,2.437,0.7,0.2,25688079
Food Prices for Nutrition 2.0,FPN 2.0,Austria,2018,2.543,2.848,0.8,0.1,8840521
Food Prices for Nutrition 2.0,FPN 2.0,Austria,2019,2.603,2.915,0.8,0.1,8879920
Food Prices for Nutrition 2.0,FPN 2.0,Austria,2020,2.682,3.004,1.0,0.1,8916864
Food Prices for Nutrition 2.0,FPN 2.0,Austria,2021,2.703,3.027,0.9,0.1,8955797
Food Prices for Nutrition 2.0,FPN 2.0,Azerbaijan,2018,2.142,2.399,0.0,0.0,9939771
Food Prices for Nutrition 2.0,FPN 2.0,Azerbaijan,2019,2.196,2.459,0.0,0.0,10024283
Food Prices for Nutrition 2.0,FPN 2.0,Azerbaijan,2020,2.262,2.533,0.0,0.0,10093121
Food Prices for Nutrition 2.0,FPN 2.0,Azerbaijan,2021,2.402,2.69,0.0,0.0,10137750
Food Prices for Nutrition 2.0,FPN 2.0,Bangladesh,2018,2.653,2.971,72.5,118.7,163683958
Food Prices for Nutrition 2.0,FPN 2.0,Bangladesh,2019,2.7,3.024,70.8,117.1,165516222
Food Prices for Nutrition 2.0,FPN 2.0,Bangladesh,2020,2.736,3.064,68.7,115.0,167420951
Food Prices for Nutrition 2.0,FPN 2.0,Bangladesh,2021,2.858,3.201,66.1,111.9,169356251
Food Prices for Nutrition 2.0,FPN 2.0,Belarus,2018,2.882,3.228,1.1,0.1,9438785
Food Prices for Nutrition 2.0,FPN 2.0,Belarus,2019,2.955,3.31,1.4,0.1,9419758
Food Prices for Nutrition 2.0,FPN 2.0,Belarus,2020,2.955,3.31,0.7,0.1,9379952
Food Prices for Nutrition 2.0,FPN 2.0,Belarus,2021,3.099,3.471,0.5,0.0,9340314
Food Prices for Nutrition 2.0,FPN 2.0,Belgium,2018,2.645,2.962,0.2,0.0,11427054
Food Prices for Nutrition 2.0,FPN 2.0,Belgium,2019,2.721,3.047,0.2,0.0,11488980
Food Prices for Nutrition 2.0,FPN 2.0,Belgium,2020,2.821,3.159,0.2,0.0,11538604
Food Prices for Nutrition 2.0,FPN 2.0,Belgium,2021,2.79,3.125,0.1,0.0,11592952
Food Prices for Nutrition 2.0,FPN 2.0,Belize,2018,2.247,2.517,50.7,0.2,382066
Food Prices for Nutrition 2.0,FPN 2.0,Belize,2019,2.298,2.574,49.4,0.2,389095
Food Prices for Nutrition 2.0,FPN 2.0,Belize,2020,2.35,2.632,57.0,0.2,394921
Food Prices for Nutrition 2.0,FPN 2.0,Belize,2021,2.497,2.797,53.0,0.2,400031
Food Prices for Nutrition 2.0,FPN 2.0,Benin,2018,3.277,3.67,86.8,10.4,11940683
Food Prices for Nutrition 2.0,FPN 2.0,Benin,2019,3.271,3.664,82.4,10.1,12290444
Food Prices for Nutrition 2.0,FPN 2.0,Benin,2020,3.31,3.707,82.1,10.4,12643123
Food Prices for Nutrition 2.0,FPN 2.0,Benin,2021,3.608,4.041,82.6,10.7,12996895
Food Prices for Nutrition 2.0,FPN 2.0,Bhutan,2018,4.096,4.587,45.5,0.3,762096
Food Prices for Nutrition 2.0,FPN 2.0,Bhutan,2019,4.207,4.712,42.3,0.3,767459
Food Prices for Nutrition 2.0,FPN 2.0,Bhutan,2020,4.482,5.02,45.7,0.4,772506
Food Prices for Nutrition 2.0,FPN 2.0,Bhutan,2021,4.767,5.339,45.2,0.4,777486
Food Prices for Nutrition 2.0,FPN 2.0,Bolivia,2018,3.257,3.648,19.1,2.2,11606905
Food Prices for Nutrition 2.0,FPN 2.0,Bolivia,2019,3.365,3.769,16.0,1.9,11777315
Food Prices for Nutrition 2.0,FPN 2.0,Bolivia,2020,3.353,3.755,17.2,2.1,11936162
Food Prices for Nutrition 2.0,FPN 2.0,Bolivia,2021,3.506,3.927,15.1,1.8,12079472
Food Prices for Nutrition 2.0,FPN 2.0,Bosnia and Herzegovina,2018,3.488,3.907,4.0,0.1,3400129
Food Prices for Nutrition 2.0,FPN 2.0,Bosnia and Herzegovina,2019,3.61,4.043,3.9,0.1,3360711
Food Prices for Nutrition 2.0,FPN 2.0,Bosnia and Herzegovina,2020,3.537,3.961,3.0,0.1,3318407
Food Prices for Nutrition 2.0,FPN 2.0,Bosnia and Herzegovina,2021,3.665,4.105,3.0,0.1,3270943
Food Prices for Nutrition 2.0,FPN 2.0,Botswana,2018,3.192,3.575,60.8,1.5,2451409
Food Prices for Nutrition 2.0,FPN 2.0,Botswana,2019,3.206,3.591,59.8,1.5,2499702
Food Prices for Nutrition 2.0,FPN 2.0,Botswana,2020,3.304,3.701,63.4,1.6,2546402
Food Prices for Nutrition 2.0,FPN 2.0,Botswana,2021,3.419,3.829,60.3,1.6,2588423
Food Prices for Nutrition 2.0,FPN 2.0,Brazil,2018,2.5,2.8,18.5,38.9,210166592
Food Prices for Nutrition 2.0,FPN 2.0,Brazil,2019,2.573,2.882,18.8,39.9,211782878
Food Prices for Nutrition 2.0,FPN 2.0,Brazil,2020,2.754,3.084,12.7,27.1,213196304
Food Prices for Nutrition 2.0,FPN 2.0,Brazil,2021,2.991,3.35,22.4,48.0,214326223
Food Prices for Nutrition 2.0,FPN 2.0,Bulgaria,2018,3.461,3.876,8.6,0.6,7025037
Food Prices for Nutrition 2.0,FPN 2.0,Bulgaria,2019,3.604,4.036,8.1,0.6,6975761
Food Prices for Nutrition 2.0,FPN 2.0,Bulgaria,2020,3.687,4.129,5.8,0.4,6934015
Food Prices for Nutrition 2.0,FPN 2.0,Bulgaria,2021,3.706,4.151,4.2,0.3,6877743
Food Prices for Nutrition 2.0,FPN 2.0,Burkina Faso,2018,2.943,3.296,79.7,16.3,20392723
Food Prices for Nutrition 2.0,FPN 2.0,Burkina Faso,2019,2.893,3.24,76.8,16.1,20951639
Food Prices for Nutrition 2.0,FPN 2.0,Burkina Faso,2020,2.987,3.345,77.6,16.7,21522626
Food Prices for Nutrition 2.0,FPN 2.0,Burkina Faso,2021,3.224,3.611,77.6,17.2,22100683
Food Prices for Nutrition 2.0,FPN 2.0,Burundi,2018,2.504,2.804,95.0,10.9,11493472
Food Prices for Nutrition 2.0,FPN 2.0,Burundi,2019,2.485,2.783,95.0,11.3,11874838
Food Prices for Nutrition 2.0,FPN 2.0,Burundi,2020,2.628,2.943,95.7,11.7,12220227
Food Prices for Nutrition 2.0,FPN 2.0,Burundi,2021,2.802,3.138,95.9,12.0,12551213
Food Prices for Nutrition 2.0,FPN 2.0,Cabo Verde,2018,3.047,3.413,42.2,0.2,571202
Food Prices for Nutrition 2.0,FPN 2.0,Cabo Verde,2019,3.111,3.484,39.7,0.2,577030
Food Prices for Nutrition 2.0,FPN 2.0,Cabo Verde,2020,3.181,3.563,44.0,0.3,582640
Food Prices for Nutrition 2.0,FPN 2.0,Cabo Verde,2021,3.288,3.683,41.2,0.2,587925
Food Prices for Nutrition 2.0,FPN 2.0,Cameroon,2018,2.396,2.684,58.8,14.7,25076747
Food Prices for Nutrition 2.0,FPN 2.0,Cameroon,2019,2.45,2.744,58.7,15.1,25782341
Food Prices for Nutrition 2.0,FPN 2.0,Cameroon,2020,2.507,2.808,59.8,15.8,26491087
Food Prices for Nutrition 2.0,FPN 2.0,Cameroon,2021,2.676,2.997,60.5,16.5,27198628
Food Prices for Nutrition 2.0,FPN 2.0,Canada,2018,2.599,2.911,0.7,0.3,37065084
Food Prices for Nutrition 2.0,FPN 2.0,Canada,2019,2.613,2.927,0.7,0.3,37601230
Food Prices for Nutrition 2.0,FPN 2.0,Canada,2020,2.694,3.017,0.7,0.3,38037204
Food Prices for Nutrition 2.0,FPN 2.0,Canada,2021,2.737,3.065,0.4,0.2,38246108
Food Prices for Nutrition 2.0,FPN 2.0,Central African Republic,2018,3.131,3.507,94.5,4.8,5094780
Food Prices for Nutrition 2.0,FPN 2.0,Central African Republic,2019,3.188,3.57,94.4,4.9,5209324
Food Prices for Nutrition 2.0,FPN 2.0,Central African Republic,2020,3.228,3.615,94.5,5.0,5343020
Food Prices for Nutrition 2.0,FPN 2.0,Central African Republic,2021,3.379,3.784,94.6,5.2,5457154
Food Prices for Nutrition 2.0,FPN 2.0,Chad,2018,2.442,2.735,80.9,12.6,15604210
Food Prices for Nutrition 2.0,FPN 2.0,Chad,2019,2.38,2.666,79.3,12.8,16126866
Food Prices for Nutrition 2.0,FPN 2.0,Chad,2020,2.524,2.827,82.4,13.7,16644701
Food Prices for Nutrition 2.0,FPN 2.0,Chad,2021,2.626,2.941,83.1,14.3,17179740
Food Prices for Nutrition 2.0,FPN 2.0,Chile,2018,2.839,3.18,4.5,0.8,18701450
Food Prices for Nutrition 2.0,FPN 2.0,Chile,2019,2.925,3.276,4.7,0.9,19039485
Food Prices for Nutrition 2.0,FPN 2.0,Chile,2020,2.99,3.349,5.9,1.1,19300315
Food Prices for Nutrition 2.0,FPN 2.0,Chile,2021,3.024,3.387,3.5,0.7,19493184
Food Prices for Nutrition 2.0,FPN 2.0,China,2018,2.348,2.63,13.6,190.8,1402760000
Food Prices for Nutrition 2.0,FPN 2.0,China,2019,2.493,2.792,12.2,171.9,1407745000
Food Prices for Nutrition 2.0,FPN 2.0,China,2020,2.663,2.983,15.9,224.4,1411100000
Food Prices for Nutrition 2.0,FPN 2.0,China,2021,2.643,2.96,10.9,153.9,1412360000
Food Prices for Nutrition 2.0,FPN 2.0,Colombia,2018,2.583,2.893,24.3,12.0,49276961
Food Prices for Nutrition 2.0,FPN 2.0,Colombia,2019,2.618,2.932,25.4,12.7,50187406
Food Prices for Nutrition 2.0,FPN 2.0,Colombia,2020,2.75,3.08,33.7,17.2,50930662
Food Prices for Nutrition 2.0,FPN 2.0,Colombia,2021,2.947,3.301,31.3,16.1,51516562
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Dem. Rep.",2018,2.304,2.58,91.0,79.3,87087355
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Dem. Rep.",2019,2.137,2.393,88.9,79.9,89906890
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Dem. Rep.",2020,2.002,2.242,87.1,80.9,92853164
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Dem. Rep.",2021,2.012,2.253,85.5,82.0,95894118
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Rep.",2018,3.022,3.385,90.0,4.9,5441062
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Rep.",2019,3.004,3.365,90.0,5.0,5570733
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Rep.",2020,3.054,3.421,90.8,5.2,5702174
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Rep.",2021,3.238,3.626,91.5,5.3,5835806
Food Prices for Nutrition 2.0,FPN 2.0,Costa Rica,2018,3.571,4.0,16.3,0.8,5040734
Food Prices for Nutrition 2.0,FPN 2.0,Costa Rica,2019,3.614,4.048,16.3,0.8,5084532
Food Prices for Nutrition 2.0,FPN 2.0,Costa Rica,2020,3.472,3.889,21.0,1.1,5123105
Food Prices for Nutrition 2.0,FPN 2.0,Costa Rica,2021,3.504,3.925,14.2,0.7,5153957
Food Prices for Nutrition 2.0,FPN 2.0,Côte d'Ivoire,2018,2.997,3.357,73.4,18.7,25493988
Food Prices for Nutrition 2.0,FPN 2.0,Côte d'Ivoire,2019,3.13,3.506,72.0,18.8,26147551
