classification_name,classification_code,country,year,affordability_healthy_diet_ratio_cost_to_food_poverty_line,cost_healthy_diet,percent_population_cannot_afford_healthy_diet,millions_people_cannot_afford_healthy_diet,population
Food Prices for Nutrition 1.0,FPN 1.0,Malawi,2019,3.019,2.989,96.3,17.9,18628749
Food Prices for Nutrition 1.0,FPN 1.0,Malawi,2020,3.181,3.149,96.6,18.5,19129955
Food Prices for Nutrition 1.0,FPN 1.0,Malaysia,2018,3.353,3.319,2.1,0.7,31528033
Food Prices for Nutrition 1.0,FPN 1.0,Malaysia,2019,3.446,3.412,1.7,0.5,31949789
Food Prices for Nutrition 1.0,FPN 1.0,Malaysia,2020,3.574,3.538,1.9,0.6,32365998
Food Prices for Nutrition 1.0,FPN 1.0,Maldives,2018,3.671,3.634,2.4,0.0,515704
Food Prices for Nutrition 1.0,FPN 1.0,Maldives,2019,3.699,3.662,1.1,0.0,530957
Food Prices for Nutrition 1.0,FPN 1.0,Maldives,2020,3.9,3.861,1.4,0.0,540542
Food Prices for Nutrition 1.0,FPN 1.0,Mali,2018,3.066,3.035,77.5,14.8,19077755
Food Prices for Nutrition 1.0,FPN 1.0,Mali,2019,2.99,2.96,73.4,14.4,19658023
Food Prices for Nutrition 1.0,FPN 1.0,Mali,2020,3.084,3.053,74.3,15.0,20250834
Food Prices for Nutrition 1.0,FPN 1.0,Malta,2018,3.666,3.629,0.3,0.0,484630
Food Prices for Nutrition 1.0,FPN 1.0,Malta,2019,3.735,3.698,0.7,0.0,504062
Food Prices for Nutrition 1.0,FPN 1.0,Malta,2020,3.807,3.769,0.7,0.0,525285
Food Prices for Nutrition 1.0,FPN 1.0,Mauritania,2018,3.61,3.574,62.4,2.7,4403312
Food Prices for Nutrition 1.0,FPN 1.0,Mauritania,2019,3.691,3.6541,60.7,2.7,4525698
Food Prices for Nutrition 1.0,FPN 1.0,Mauritania,2020,3.729,3.692,60.7,2.8,4649660
Food Prices for Nutrition 1.0,FPN 1.0,Mauritius,2018,3.43,3.396,13.5,0.2,1265303
Food Prices for Nutrition 1.0,FPN 1.0,Mauritius,2019,3.474,3.439,12.2,0.2,1265711
Food Prices for Nutrition 1.0,FPN 1.0,Mauritius,2020,3.64,3.604,13.5,0.2,1265740
Food Prices for Nutrition 1.0,FPN 1.0,Mexico,2018,3.102,3.071,24.9,31.4,126190782
Food Prices for Nutrition 1.0,FPN 1.0,Mexico,2019,3.106,3.075,23.7,30.3,127575529
Food Prices for Nutrition 1.0,FPN 1.0,Mexico,2020,3.326,3.293,26.3,33.9,128932753
Food Prices for Nutrition 1.0,FPN 1.0,Middle East & North Africa,2018,2.778448275862069,3.223,39.5,135.6,389992514
Food Prices for Nutrition 1.0,FPN 1.0,Middle East & North Africa,2019,2.9535714285714283,3.308,40.1,139.9,396844280
Food Prices for Nutrition 1.0,FPN 1.0,Middle East & North Africa,2020,2.930434782608696,3.37,38.5,136.7,403530769
Food Prices for Nutrition 1.0,FPN 1.0,Moldova,2018,2.597,2.571,4.7,0.1,2708214
Food Prices for Nutrition 1.0,FPN 1.0,Moldova,2019,2.714,2.687,5.8,0.2,2664974
Food Prices for Nutrition 1.0,FPN 1.0,Moldova,2020,2.842,2.814,6.7,0.2,2620495
Food Prices for Nutrition 1.0,FPN 1.0,Mongolia,2018,4.714,4.667,52.8,1.7,3170214
Food Prices for Nutrition 1.0,FPN 1.0,Mongolia,2019,4.951,4.901,49.4,1.6,3225166
Food Prices for Nutrition 1.0,FPN 1.0,Mongolia,2020,5.155,5.103,51.4,1.7,3278292
Food Prices for Nutrition 1.0,FPN 1.0,Montenegro,2018,3.448,3.414,18.1,0.1,622227
Food Prices for Nutrition 1.0,FPN 1.0,Montenegro,2019,3.544,3.509,17.8,0.1,622028
Food Prices for Nutrition 1.0,FPN 1.0,Montenegro,2020,3.529,3.494,17.5,0.1,621306
Food Prices for Nutrition 1.0,FPN 1.0,Morocco,2018,2.78,2.752,17.5,6.3,36029089
Food Prices for Nutrition 1.0,FPN 1.0,Morocco,2019,2.787,2.759,16.7,6.1,36471766
Food Prices for Nutrition 1.0,FPN 1.0,Morocco,2020,2.825,2.797,16.7,6.2,36910558
Food Prices for Nutrition 1.0,FPN 1.0,Mozambique,2018,3.018,2.988,90.7,26.8,29496009
Food Prices for Nutrition 1.0,FPN 1.0,Mozambique,2019,3.088,3.057,90.9,27.6,30366043
Food Prices for Nutrition 1.0,FPN 1.0,Mozambique,2020,3.261,3.228,91.5,28.6,31255435
Food Prices for Nutrition 1.0,FPN 1.0,Myanmar,2018,3.824,3.786,63.6,34.2,53708318
Food Prices for Nutrition 1.0,FPN 1.0,Myanmar,2019,3.9,3.861,59.7,32.3,54045422
Food Prices for Nutrition 1.0,FPN 1.0,Myanmar,2020,4.228,4.186,65.1,35.4,54409794
Food Prices for Nutrition 1.0,FPN 1.0,Namibia,2018,3.333,3.3,54.3,1.3,2448300
Food Prices for Nutrition 1.0,FPN 1.0,Namibia,2019,3.412,3.378,55.5,1.4,2494524
Food Prices for Nutrition 1.0,FPN 1.0,Namibia,2020,3.556,3.52,56.8,1.4,2540916
Food Prices for Nutrition 1.0,FPN 1.0,Nepal,2018,4.187,4.145,84.5,23.7,28095712
Food Prices for Nutrition 1.0,FPN 1.0,Nepal,2019,4.265,4.222,83.3,23.8,28608715
Food Prices for Nutrition 1.0,FPN 1.0,Nepal,2020,4.406,4.362,84.0,24.5,29136808
Food Prices for Nutrition 1.0,FPN 1.0,Netherlands,2018,2.849,2.821,0.3,0.1,17231624
Food Prices for Nutrition 1.0,FPN 1.0,Netherlands,2019,2.873,2.844,0.2,0.0,17344874
Food Prices for Nutrition 1.0,FPN 1.0,Netherlands,2020,3.021,2.991,0.2,0.0,17441139
Food Prices for Nutrition 1.0,FPN 1.0,Nicaragua,2018,3.278,3.245,34.4,2.2,6465502
Food Prices for Nutrition 1.0,FPN 1.0,Nicaragua,2019,3.312,3.279,35.5,2.3,6545503
Food Prices for Nutrition 1.0,FPN 1.0,Nicaragua,2020,3.369,3.335,35.7,2.4,6624554
Food Prices for Nutrition 1.0,FPN 1.0,Niger,2018,2.84,2.812,89.2,20.0,22442831
Food Prices for Nutrition 1.0,FPN 1.0,Niger,2019,2.82,2.792,88.5,20.6,23310719
Food Prices for Nutrition 1.0,FPN 1.0,Niger,2020,2.888,2.859,88.8,21.5,24206636
Food Prices for Nutrition 1.0,FPN 1.0,Nigeria,2018,3.762,3.724,94.8,185.6,195874685
Food Prices for Nutrition 1.0,FPN 1.0,Nigeria,2019,3.909,3.87,95.3,191.5,200963603
Food Prices for Nutrition 1.0,FPN 1.0,Nigeria,2020,4.134,4.093,95.9,197.6,206139587
Food Prices for Nutrition 1.0,FPN 1.0,North America,2018,2.871551724137931,3.331,1.6,6.0,363967296
Food Prices for Nutrition 1.0,FPN 1.0,North America,2019,2.96875,3.325,1.4,5.1,365987250
Food Prices for Nutrition 1.0,FPN 1.0,North America,2020,2.9008695652173913,3.336,1.4,5.2,367553264
Food Prices for Nutrition 1.0,FPN 1.0,North Macedonia,2018,3.343,3.31,18.8,0.4,2076217
Food Prices for Nutrition 1.0,FPN 1.0,North Macedonia,2019,3.37,3.336,17.5,0.4,2076694
Food Prices for Nutrition 1.0,FPN 1.0,North Macedonia,2020,3.462,3.427,18.0,0.4,2072531
Food Prices for Nutrition 1.0,FPN 1.0,Norway,2018,3.467,3.432,0.4,0.0,5311916
Food Prices for Nutrition 1.0,FPN 1.0,Norway,2019,3.39,3.356,0.3,0.0,5347896
Food Prices for Nutrition 1.0,FPN 1.0,Norway,2020,3.506,3.471,0.4,0.0,5379475
Food Prices for Nutrition 1.0,FPN 1.0,Pakistan,2018,3.429,3.395,79.0,167.6,212228288
Food Prices for Nutrition 1.0,FPN 1.0,Pakistan,2019,3.495,3.46,81.2,175.9,216565317
Food Prices for Nutrition 1.0,FPN 1.0,Pakistan,2020,3.722,3.685,83.5,184.4,220892331
Food Prices for Nutrition 1.0,FPN 1.0,Panama,2018,4.311,4.268,18.5,0.8,4176868
Food Prices for Nutrition 1.0,FPN 1.0,Panama,2019,4.426,4.382,18.0,0.8,4246440
Food Prices for Nutrition 1.0,FPN 1.0,Panama,2020,4.521,4.476,18.2,0.8,4314768
Food Prices for Nutrition 1.0,FPN 1.0,Paraguay,2018,3.546,3.511,18.7,1.3,6956069
Food Prices for Nutrition 1.0,FPN 1.0,Paraguay,2019,3.555,3.519,17.9,1.3,7044639
Food Prices for Nutrition 1.0,FPN 1.0,Paraguay,2020,3.579,3.543,17.8,1.3,7132530
Food Prices for Nutrition 1.0,FPN 1.0,Peru,2018,3.092,3.061,20.9,6.7,31989265
Food Prices for Nutrition 1.0,FPN 1.0,Peru,2019,3.281,3.248,20.6,6.7,32510462
Food Prices for Nutrition 1.0,FPN 1.0,Peru,2020,3.318,3.285,20.5,6.8,32971846
Food Prices for Nutrition 1.0,FPN 1.0,Philippines,2018,4.038,3.998,71.0,75.7,106651394
Food Prices for Nutrition 1.0,FPN 1.0,Philippines,2019,4.095,4.054,68.6,74.2,108116622
Food Prices for Nutrition 1.0,FPN 1.0,Philippines,2020,4.149,4.108,68.6,75.2,109581085
Food Prices for Nutrition 1.0,FPN 1.0,Poland,2018,3.016,2.986,1.4,0.5,37974750
Food Prices for Nutrition 1.0,FPN 1.0,Poland,2019,3.069,3.038,0.8,0.3,37965475
Food Prices for Nutrition 1.0,FPN 1.0,Poland,2020,3.202,3.17,1.0,0.4,37950802
Food Prices for Nutrition 1.0,FPN 1.0,Portugal,2018,2.622,2.596,1.1,0.1,10283822
Food Prices for Nutrition 1.0,FPN 1.0,Portugal,2019,2.605,2.579,0.5,0.1,10286263
Food Prices for Nutrition 1.0,FPN 1.0,Portugal,2020,2.683,2.656,0.5,0.1,10305564
Food Prices for Nutrition 1.0,FPN 1.0,Romania,2018,2.987,2.957,6.9,1.3,19473970
Food Prices for Nutrition 1.0,FPN 1.0,Romania,2019,3.04,3.01,8.3,1.6,19371648
Food Prices for Nutrition 1.0,FPN 1.0,Romania,2020,3.223,3.191,8.8,1.7,19286123
Food Prices for Nutrition 1.0,FPN 1.0,Russian Federation,2018,3.229,3.197,3.7,5.3,144477859
Food Prices for Nutrition 1.0,FPN 1.0,Russian Federation,2019,3.297,3.264,3.1,4.4,144406261
Food Prices for Nutrition 1.0,FPN 1.0,Russian Federation,2020,3.455,3.42,3.5,5.0,144104080
Food Prices for Nutrition 1.0,FPN 1.0,Rwanda,2018,2.508,2.483,86.6,10.7,12301969
Food Prices for Nutrition 1.0,FPN 1.0,Rwanda,2019,2.563,2.537,85.2,10.8,12626938
Food Prices for Nutrition 1.0,FPN 1.0,Rwanda,2020,2.725,2.698,86.3,11.2,12952209
Food Prices for Nutrition 1.0,FPN 1.0,Sao Tome and Principe,2018,3.428,3.394,84.4,0.2,211032
Food Prices for Nutrition 1.0,FPN 1.0,Sao Tome and Principe,2019,3.498,3.463,84.3,0.2,215048
Food Prices for Nutrition 1.0,FPN 1.0,Sao Tome and Principe,2020,3.587,3.551,84.7,0.2,219161
Food Prices for Nutrition 1.0,FPN 1.0,Senegal,2018,2.273,2.25,47.3,7.5,15854324
Food Prices for Nutrition 1.0,FPN 1.0,Senegal,2019,2.301,2.278,45.5,7.4,16296362
Food Prices for Nutrition 1.0,FPN 1.0,Senegal,2020,2.354,2.33,46.0,7.7,16743930
Food Prices for Nutrition 1.0,FPN 1.0,Serbia,2018,4.191,4.149,14.9,1.0,6982604
Food Prices for Nutrition 1.0,FPN 1.0,Serbia,2019,4.216,4.174,16.3,1.1,6945235
Food Prices for Nutrition 1.0,FPN 1.0,Serbia,2020,4.289,4.246,16.3,1.1,6908224
Food Prices for Nutrition 1.0,FPN 1.0,Seychelles,2018,4.005,3.965,7.8,0.0,96762
Food Prices for Nutrition 1.0,FPN 1.0,Seychelles,2019,3.963,3.923,7.4,0.0,97625
Food Prices for Nutrition 1.0,FPN 1.0,Seychelles,2020,3.839,3.801,6.8,0.0,98462
Food Prices for Nutrition 1.0,FPN 1.0,Sierra Leone,2018,2.982,2.952,91.1,7.0,7650149
Food Prices for Nutrition 1.0,FPN 1.0,Sierra Leone,2019,2.876,2.847,89.1,7.0,7813207
Food Prices for Nutrition 1.0,FPN 1.0,Sierra Leone,2020,2.922,2.893,89.2,7.1,7976985
Food Prices for Nutrition 1.0,FPN 1.0,Slovak Republic,2018,3.133,3.102,2.4,0.1,5446771
Food Prices for Nutrition 1.0,FPN 1.0,Slovak Republic,2019,3.136,3.105,1.2,0.1,5454147
Food Prices for Nutrition 1.0,FPN 1.0,Slovak Republic,2020,3.182,3.15,1.2,0.1,5458827
Food Prices for Nutrition 1.0,FPN 1.0,Slovenia,2018,2.931,2.902,0.1,0.0,2073894
Food Prices for Nutrition 1.0,FPN 1.0,Slovenia,2019,2.945,2.916,0.1,0.0,2088385
Food Prices for Nutrition 1.0,FPN 1.0,Slovenia,2020,3.101,3.07,0.1,0.0,2100126
Food Prices for Nutrition 1.0,FPN 1.0,South Africa,2018,4.188,4.146,64.8,37.5,57792520
Food Prices for Nutrition 1.0,FPN 1.0,South Africa,2019,4.24,4.198,65.0,38.0,58558267
Food Prices for Nutrition 1.0,FPN 1.0,South Africa,2020,4.341,4.298,65.2,38.7,59308690
Food Prices for Nutrition 1.0,FPN 1.0,South Asia,2018,3.1120689655172415,3.61,72.5,1289.4,1777283096
Food Prices for Nutrition 1.0,FPN 1.0,South Asia,2019,3.26875,3.661,71.1,1278.4,1797735012
Food Prices for Nutrition 1.0,FPN 1.0,South Asia,2020,3.3408695652173916,3.842,72.3,1314.4,1817954061
Food Prices for Nutrition 1.0,FPN 1.0,Spain,2018,2.769,2.741,2.1,1.0,46797754
Food Prices for Nutrition 1.0,FPN 1.0,Spain,2019,2.772,2.744,1.9,0.9,47133521
Food Prices for Nutrition 1.0,FPN 1.0,Spain,2020,2.867,2.838,2.0,0.9,47351567
Food Prices for Nutrition 1.0,FPN 1.0,Sri Lanka,2018,3.742,3.705,48.8,10.6,21670000
Food Prices for Nutrition 1.0,FPN 1.0,Sri Lanka,2019,3.704,3.667,45.3,9.9,21803000
Food Prices for Nutrition 1.0,FPN 1.0,Sri Lanka,2020,3.963,3.923,49.0,10.7,21919000
Food Prices for Nutrition 1.0,FPN 1.0,St. Lucia,2018,3.433,3.399,20.1,0.0,181890
Food Prices for Nutrition 1.0,FPN 1.0,St. Lucia,2019,3.553,3.517,20.3,0.0,182795
Food Prices for Nutrition 1.0,FPN 1.0,St. Lucia,2020,3.63,3.594,20.6,0.0,183629
Food Prices for Nutrition 1.0,FPN 1.0,Sub-Saharan Africa,2018,2.8043103448275866,3.253,85.1,884.5,1040161149
Food Prices for Nutrition 1.0,FPN 1.0,Sub-Saharan Africa,2019,3.0187499999999994,3.381,85.0,906.6,1068022483
Food Prices for Nutrition 1.0,FPN 1.0,Sub-Saharan Africa,2020,3.020869565217392,3.474,85.3,933.8,1096265068
Food Prices for Nutrition 1.0,FPN 1.0,Sudan,2018,3.961,3.921,89.1,37.3,41801532
Food Prices for Nutrition 1.0,FPN 1.0,Sudan,2019,4.349,4.306,92.1,39.4,42813237
Food Prices for Nutrition 1.0,FPN 1.0,Sudan,2020,4.352,4.308,91.8,40.3,43849269
Food Prices for Nutrition 1.0,FPN 1.0,Suriname,2018,5.276,5.223,55.5,0.3,575987
Food Prices for Nutrition 1.0,FPN 1.0,Suriname,2019,5.39,5.336,56.1,0.3,581363
Food Prices for Nutrition 1.0,FPN 1.0,Suriname,2020,5.797,5.739,58.8,0.3,586634
Food Prices for Nutrition 1.0,FPN 1.0,Sweden,2018,3.196,3.164,1.2,0.1,10175214
Food Prices for Nutrition 1.0,FPN 1.0,Sweden,2019,3.186,3.154,0.5,0.1,10278887
Food Prices for Nutrition 1.0,FPN 1.0,Sweden,2020,3.373,3.339,0.6,0.1,10353442
Food Prices for Nutrition 1.0,FPN 1.0,Switzerland,2018,2.617,2.591,0.0,0.0,8514329
Food Prices for Nutrition 1.0,FPN 1.0,Switzerland,2019,2.589,2.563,0.0,0.0,8575280
Food Prices for Nutrition 1.0,FPN 1.0,Switzerland,2020,2.686,2.659,0.0,0.0,8636896
Food Prices for Nutrition 1.0,FPN 1.0,Tajikistan,2018,3.151,3.119,40.1,3.6,9100847
Food Prices for Nutrition 1.0,FPN 1.0,Tajikistan,2019,3.468,3.433,42.0,3.9,9321023
Food Prices for Nutrition 1.0,FPN 1.0,Tajikistan,2020,3.515,3.48,42.1,4.0,9537642
Food Prices for Nutrition 1.0,FPN 1.0,Tanzania,2018,2.675,2.648,88.3,49.8,56313444
Food Prices for Nutrition 1.0,FPN 1.0,Tanzania,2019,2.708,2.681,87.4,50.7,58005461
Food Prices for Nutrition 1.0,FPN 1.0,Tanzania,2020,2.764,2.736,87.6,52.3,59734213
Food Prices for Nutrition 1.0,FPN 1.0,Thailand,2018,4.083,4.042,17.9,12.4,69428454
Food Prices for Nutrition 1.0,FPN 1.0,Thailand,2019,4.223,4.181,16.0,11.1,69625581
Food Prices for Nutrition 1.0,FPN 1.0,Thailand,2020,4.365,4.321,17.0,11.9,69799978
Food Prices for Nutrition 1.0,FPN 1.0,Trinidad and Tobago,2018,4.069,4.028,10.8,0.1,1389841
Food Prices for Nutrition 1.0,FPN 1.0,Trinidad and Tobago,2019,4.124,4.083,11.0,0.2,1394969
Food Prices for Nutrition 1.0,FPN 1.0,Trinidad and Tobago,2020,4.267,4.224,11.6,0.2,1399491
Food Prices for Nutrition 1.0,FPN 1.0,Tunisia,2018,3.595,3.559,21.2,2.5,11565203
Food Prices for Nutrition 1.0,FPN 1.0,Tunisia,2019,3.665,3.628,20.8,2.4,11694721
Food Prices for Nutrition 1.0,FPN 1.0,Tunisia,2020,3.676,3.639,20.3,2.4,11818618
Food Prices for Nutrition 1.0,FPN 1.0,Turkey,2018,3.027,2.997,6.8,5.6,82340090
Food Prices for Nutrition 1.0,FPN 1.0,Turkey,2019,3.095,3.064,8.9,7.4,83429607
Food Prices for Nutrition 1.0,FPN 1.0,Turkey,2020,3.06,3.029,8.2,6.9,84339067
Food Prices for Nutrition 1.0,FPN 1.0,Uganda,2018,2.739,2.712,83.5,35.7,42729032
Food Prices for Nutrition 1.0,FPN 1.0,Uganda,2019,2.705,2.678,82.7,36.6,44269587
Food Prices for Nutrition 1.0,FPN 1.0,Uganda,2020,2.685,2.658,82.2,37.6,45741000
Food Prices for Nutrition 1.0,FPN 1.0,United Arab Emirates,2018,2.864,2.835,0.0,0.0,9630966
Food Prices for Nutrition 1.0,FPN 1.0,United Arab Emirates,2019,2.931,2.902,0.0,0.0,9770526
Food Prices for Nutrition 1.0,FPN 1.0,United Arab Emirates,2020,3.142,3.111,0.0,0.0,9890400
Food Prices for Nutrition 1.0,FPN 1.0,United Kingdom,2018,1.892,1.873,0.5,0.3,66460344
Food Prices for Nutrition 1.0,FPN 1.0,United Kingdom,2019,1.9,1.881,0.5,0.3,66836327
Food Prices for Nutrition 1.0,FPN 1.0,United Kingdom,2020,1.931,1.912,0.5,0.3,67215293
Food Prices for Nutrition 1.0,FPN 1.0,United States,2018,3.273,3.24,1.7,5.7,326838199
Food Prices for Nutrition 1.0,FPN 1.0,United States,2019,3.301,3.268,1.5,4.9,328329953
Food Prices for Nutrition 1.0,FPN 1.0,United States,2020,3.417,3.383,1.5,4.9,329484123
Food Prices for Nutrition 1.0,FPN 1.0,Upper middle income,2018,3.0836206896551728,3.577,14.5,355.0,2443620143
Food Prices for Nutrition 1.0,FPN 1.0,Upper middle income,2019,3.2642857142857142,3.656,13.7,337.2,2457520904
Food Prices for Nutrition 1.0,FPN 1.0,Upper middle income,2020,3.2713043478260873,3.762,15.2,374.0,2468818268
Food Prices for Nutrition 1.0,FPN 1.0,Uruguay,2018,3.202,3.17,2.9,0.1,3449290
Food Prices for Nutrition 1.0,FPN 1.0,Uruguay,2019,3.287,3.254,3.2,0.1,3461731
Food Prices for Nutrition 1.0,FPN 1.0,Uruguay,2020,3.448,3.414,3.6,0.1,3473727
Food Prices for Nutrition 1.0,FPN 1.0,Vietnam,2018,3.7,3.663,29.4,28.1,95545959
Food Prices for Nutrition 1.0,FPN 1.0,Vietnam,2019,3.814,3.776,26.8,25.8,96462108
Food Prices for Nutrition 1.0,FPN 1.0,Vietnam,2020,4.113,4.072,30.0,29.2,97338583
Food Prices for Nutrition 1.0,FPN 1.0,West Bank and Gaza,2018,3.432,3.398,25.8,1.2,4569087
Food Prices for Nutrition 1.0,FPN 1.0,West Bank and Gaza,2019,3.528,3.493,25.4,1.2,4685306
Food Prices for Nutrition 1.0,FPN 1.0,West Bank and Gaza,2020,3.39,3.356,23.1,1.1,4803269
Food Prices for Nutrition 1.0,FPN 1.0,WORLD,2018,2.887931034482759,3.35,41.5,2973.8,7249963495
Food Prices for Nutrition 1.0,FPN 1.0,WORLD,2019,3.058035714285714,3.425,40.9,2961.9,7327597278
Food Prices for Nutrition 1.0,FPN 1.0,WORLD,2020,3.075652173913044,3.537,42.0,3074.2,7401935227
Food Prices for Nutrition 1.0,FPN 1.0,Zambia,2018,3.182,3.15,87.3,15.2,17351714
Food Prices for Nutrition 1.0,FPN 1.0,Zambia,2019,3.278,3.245,87.9,15.7,17861034
Food Prices for Nutrition 1.0,FPN 1.0,Zambia,2020,3.333,3.3,88.0,16.2,18383956
Food Prices for Nutrition 1.1,FPN 1.1,Albania,2018,3.617,4.051,22.8,0.7,2866376
Food Prices for Nutrition 1.1,FPN 1.1,Albania,2019,3.676,4.117,14.9,0.4,2854191
Food Prices for Nutrition 1.1,FPN 1.1,Albania,2020,3.747,4.197,15.2,0.4,2837849
Food Prices for Nutrition 1.1,FPN 1.1,Algeria,2018,3.413,3.822,31.5,13.2,41927007
Food Prices for Nutrition 1.1,FPN 1.1,Algeria,2019,3.389,3.796,29.5,12.4,42705368
Food Prices for Nutrition 1.1,FPN 1.1,Algeria,2020,3.357,3.76,27.9,11.7,43451666
Food Prices for Nutrition 1.1,FPN 1.1,Angola,2018,3.833,4.293,82.7,25.9,31273533
Food Prices for Nutrition 1.1,FPN 1.1,Angola,2019,3.886,4.352,83.8,26.2,32353588
Food Prices for Nutrition 1.1,FPN 1.1,Angola,2020,4.048,4.534,84.7,26.5,33428486
Food Prices for Nutrition 1.1,FPN 1.1,Armenia,2018,2.827,3.166,37.9,1.1,2836557
Food Prices for Nutrition 1.1,FPN 1.1,Armenia,2019,2.89,3.237,40.0,1.1,2820602
Food Prices for Nutrition 1.1,FPN 1.1,Armenia,2020,2.899,3.247,39.5,1.1,2805608
Food Prices for Nutrition 1.1,FPN 1.1,Australia,2018,2.029,2.273,0.7,0.2,24966643
Food Prices for Nutrition 1.1,FPN 1.1,Australia,2019,2.076,2.325,0.7,0.2,25340217
Food Prices for Nutrition 1.1,FPN 1.1,Australia,2020,2.287,2.561,0.7,0.2,25655289
Food Prices for Nutrition 1.1,FPN 1.1,Austria,2018,2.543,2.848,0.8,0.1,8840521
Food Prices for Nutrition 1.1,FPN 1.1,Austria,2019,2.516,2.818,0.8,0.1,8879920
Food Prices for Nutrition 1.1,FPN 1.1,Austria,2020,2.662,2.981,0.8,0.1,8916864
Food Prices for Nutrition 1.1,FPN 1.1,Azerbaijan,2018,2.142,2.399,0.0,0.0,9939771
Food Prices for Nutrition 1.1,FPN 1.1,Azerbaijan,2019,2.196,2.459,0.0,0.0,10024283
Food Prices for Nutrition 1.1,FPN 1.1,Azerbaijan,2020,2.262,2.533,0.0,0.0,10093121
Food Prices for Nutrition 1.1,FPN 1.1,Bangladesh,2018,2.653,2.971,71.4,116.8,163683958
Food Prices for Nutrition 1.1,FPN 1.1,Bangladesh,2019,2.7,3.024,69.9,114.4,165516222
Food Prices for Nutrition 1.1,FPN 1.1,Bangladesh,2020,2.736,3.064,70.0,114.5,167420951
Food Prices for Nutrition 1.1,FPN 1.1,Belarus,2018,2.882,3.228,1.1,0.1,9438785
Food Prices for Nutrition 1.1,FPN 1.1,Belarus,2019,2.955,3.31,1.4,0.1,9419758
Food Prices for Nutrition 1.1,FPN 1.1,Belarus,2020,2.955,3.31,1.4,0.1,9379952
Food Prices for Nutrition 1.1,FPN 1.1,Belgium,2018,2.645,2.962,0.2,0.0,11427054
Food Prices for Nutrition 1.1,FPN 1.1,Belgium,2019,2.628,2.943,0.2,0.0,11488980
Food Prices for Nutrition 1.1,FPN 1.1,Belgium,2020,2.795,3.13,0.2,0.0,11538604
Food Prices for Nutrition 1.1,FPN 1.1,Belize,2018,2.072,2.321,45.3,0.2,382066
Food Prices for Nutrition 1.1,FPN 1.1,Belize,2019,1.983,2.221,44.4,0.2,389095
Food Prices for Nutrition 1.1,FPN 1.1,Belize,2020,1.911,2.14,43.0,0.2,394921
Food Prices for Nutrition 1.1,FPN 1.1,Benin,2018,3.277,3.67,86.7,10.4,11940683
Food Prices for Nutrition 1.1,FPN 1.1,Benin,2019,3.271,3.664,82.4,9.8,12290444
Food Prices for Nutrition 1.1,FPN 1.1,Benin,2020,3.31,3.707,82.4,9.8,12643123
Food Prices for Nutrition 1.1,FPN 1.1,Bhutan,2018,4.096,4.587,45.1,0.3,762096
Food Prices for Nutrition 1.1,FPN 1.1,Bhutan,2019,4.207,4.712,43.0,0.3,767459
Food Prices for Nutrition 1.1,FPN 1.1,Bhutan,2020,4.49,5.029,46.1,0.4,772506
Food Prices for Nutrition 1.1,FPN 1.1,Bolivia,2018,3.257,3.648,19.1,2.2,11606905
Food Prices for Nutrition 1.1,FPN 1.1,Bolivia,2019,3.365,3.769,16.0,1.9,11777315
Food Prices for Nutrition 1.1,FPN 1.1,Bolivia,2020,3.353,3.755,15.5,1.8,11936162
Food Prices for Nutrition 1.1,FPN 1.1,Bosnia and Herzegovina,2018,3.473,3.89,4.0,0.1,3400129
Food Prices for Nutrition 1.1,FPN 1.1,Bosnia and Herzegovina,2019,3.478,3.895,3.6,0.1,3360711
Food Prices for Nutrition 1.1,FPN 1.1,Bosnia and Herzegovina,2020,3.567,3.995,3.7,0.1,3318407
Food Prices for Nutrition 1.1,FPN 1.1,Botswana,2018,3.192,3.575,61.0,1.5,2451409
Food Prices for Nutrition 1.1,FPN 1.1,Botswana,2019,3.206,3.591,60.1,1.5,2499702
Food Prices for Nutrition 1.1,FPN 1.1,Botswana,2020,3.304,3.701,60.9,1.5,2546402
Food Prices for Nutrition 1.1,FPN 1.1,Brazil,2018,2.5,2.8,18.5,38.9,210166592
Food Prices for Nutrition 1.1,FPN 1.1,Brazil,2019,2.573,2.882,18.8,39.6,211782878
Food Prices for Nutrition 1.1,FPN 1.1,Brazil,2020,2.754,3.084,20.2,42.5,213196304
Food Prices for Nutrition 1.1,FPN 1.1,Bulgaria,2018,3.446,3.859,8.6,0.6,7025037
Food Prices for Nutrition 1.1,FPN 1.1,Bulgaria,2019,3.479,3.896,7.8,0.5,6975761
Food Prices for Nutrition 1.1,FPN 1.1,Bulgaria,2020,3.668,4.108,8.2,0.6,6934015
Food Prices for Nutrition 1.1,FPN 1.1,Burkina Faso,2018,2.943,3.296,79.6,16.2,20392723
Food Prices for Nutrition 1.1,FPN 1.1,Burkina Faso,2019,2.893,3.24,76.8,15.7,20951639
Food Prices for Nutrition 1.1,FPN 1.1,Burkina Faso,2020,2.987,3.345,77.4,15.8,21522626
Food Prices for Nutrition 1.1,FPN 1.1,Burundi,2018,2.504,2.804,95.3,11.0,11493472
Food Prices for Nutrition 1.1,FPN 1.1,Burundi,2019,2.485,2.783,95.2,10.9,11874838
Food Prices for Nutrition 1.1,FPN 1.1,Burundi,2020,2.628,2.943,95.7,11.0,12220227
Food Prices for Nutrition 1.1,FPN 1.1,Cabo Verde,2018,3.047,3.413,42.3,0.2,571202
